index,Date,Retrieval Time (ms),Type,Size (Bytes)
421,Tue Jun 13 2023 22:10:49,312.6294,string,65536
449,Sun Jun 18 2023 22:55:01,289.2259,string,65536
456,Sun Jun 18 2023 22:55:49,335.4958,string,65536
3,Tue Jun 13 2023 20:18:21,544.5972,string,262144
10,Tue Jun 13 2023 20:54:27,393.8074,string,262144
24,Tue Jun 13 2023 21:12:30,679.361,string,262144
31,Tue Jun 13 2023 21:14:10,421.1687,string,262144
38,Tue Jun 13 2023 21:15:24,308.2105,string,262144
45,Tue Jun 13 2023 21:16:27,417.1973,string,262144
52,Tue Jun 13 2023 21:17:35,637.7309,string,262144
59,Tue Jun 13 2023 21:23:29,343.9,string,262144
66,Tue Jun 13 2023 21:25:04,467.7965,string,262144
73,Tue Jun 13 2023 21:26:11,420.6322,string,262144
80,Tue Jun 13 2023 21:27:13,594.4629,string,262144
87,Tue Jun 13 2023 21:28:17,372.6977,string,262144
100,Sun Jun 18 2023 22:36:39,328.627,string,262144
107,Sun Jun 18 2023 22:37:27,710.3514,string,262144
121,Sun Jun 18 2023 23:14:15,482.6384,string,262144
135,Sun Jun 18 2023 23:15:42,611.9769,string,262144
142,Sun Jun 18 2023 23:16:29,368.4186,string,262144
149,Tue Jun 13 2023 21:34:10,266.178,string,262144
156,Tue Jun 13 2023 21:35:44,517.0225,string,262144
163,Tue Jun 13 2023 21:36:53,298.9685,string,262144
170,Tue Jun 13 2023 21:37:56,417.4025,string,262144
177,Tue Jun 13 2023 21:39:03,427.7282,string,262144
184,Tue Jun 13 2023 21:44:57,518.8828,string,262144
191,Tue Jun 13 2023 21:46:27,540.9777,string,262144
198,Tue Jun 13 2023 21:47:31,621.9002,string,262144
205,Tue Jun 13 2023 21:48:32,276.133,string,262144
212,Tue Jun 13 2023 21:49:39,271.7852,string,262144
219,Sun Jun 18 2023 22:43:02,469.5125,string,262144
226,Sun Jun 18 2023 22:44:23,597.098,string,262144
233,Sun Jun 18 2023 22:45:09,764.6355,string,262144
240,Sun Jun 18 2023 22:45:53,465.2964,string,262144
247,Sun Jun 18 2023 22:46:41,342.754,string,262144
254,Tue Jun 13 2023 22:16:45,654.4368,string,262144
261,Tue Jun 13 2023 22:18:14,540.841,string,262144
268,Tue Jun 13 2023 22:19:17,305.0773,string,262144
275,Tue Jun 13 2023 22:20:19,399.3024,string,262144
282,Tue Jun 13 2023 22:21:25,616.1362,string,262144
289,Tue Jun 13 2023 22:27:16,370.1649,string,262144
296,Tue Jun 13 2023 22:28:47,578.3327,string,262144
303,Tue Jun 13 2023 22:29:52,372.755,string,262144
310,Tue Jun 13 2023 22:30:53,422.9373,string,262144
317,Tue Jun 13 2023 22:31:59,581.4657,string,262144
324,Sun Jun 18 2023 23:01:26,652.9915,string,262144
331,Sun Jun 18 2023 23:02:47,419.224,string,262144
338,Sun Jun 18 2023 23:03:35,757.6886,string,262144
345,Sun Jun 18 2023 23:04:18,353.5443,string,262144
